Scenario,Region,Variable,Year,Value
Current Policies,Alberta,Interprovincial Out-Flows,2048,1830.84
Current Policies,Alberta,Imports,2048,849.8129
Current Policies,Alberta,Exports,2048,140.16
Current Policies,Alberta,Net Exports,2048,-709.6529
Current Policies,Alberta,Net Interprovincial Out-Flows,2048,1225.2387
Current Policies,British Columbia,Interprovincial In-Flows,2048,1708.2
Current Policies,British Columbia,Interprovincial Out-Flows,2048,621.1296
Current Policies,British Columbia,Imports,2048,6750.254
Current Policies,British Columbia,Exports,2048,2216.799
Current Policies,British Columbia,Net Exports,2048,-4533.455
Current Policies,British Columbia,Net Interprovincial Out-Flows,2048,-1087.0704
Current Policies,Canada,Interprovincial In-Flows,2048,50688.15
Current Policies,Canada,Interprovincial Out-Flows,2048,51987.84
Current Policies,Canada,Imports,2048,21199.9
Current Policies,Canada,Exports,2048,45631
Current Policies,Canada,Net Exports,2048,24431.1
Current Policies,Canada,Net Interprovincial Out-Flows,2048,1299.69
Current Policies,Manitoba,Interprovincial In-Flows,2048,34.0704
Current Policies,Manitoba,Interprovincial Out-Flows,2048,2355.833
Current Policies,Manitoba,Imports,2048,1573.518
Current Policies,Manitoba,Exports,2048,10352.3
Current Policies,Manitoba,Net Exports,2048,8778.782
Current Policies,Manitoba,Net Interprovincial Out-Flows,2048,2321.7626
Current Policies,New Brunswick,Interprovincial In-Flows,2048,635.9881
Current Policies,New Brunswick,Interprovincial Out-Flows,2048,1957.751
Current Policies,New Brunswick,Imports,2048,3040.401
Current Policies,New Brunswick,Exports,2048,858.48
Current Policies,New Brunswick,Net Exports,2048,-2181.921
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2048,1321.7629
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2048,0
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2048,35646.37
Current Policies,Newfoundland and Labrador,Imports,2048,0
Current Policies,Newfoundland and Labrador,Exports,2048,0
Current Policies,Newfoundland and Labrador,Net Exports,2048,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2048,35646.37
Current Policies,Nova Scotia,Interprovincial In-Flows,2048,3416.4
Current Policies,Nova Scotia,Interprovincial Out-Flows,2048,85.536
Current Policies,Nova Scotia,Imports,2048,0
Current Policies,Nova Scotia,Exports,2048,0
Current Policies,Nova Scotia,Net Exports,2048,0
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2048,-3330.864
Current Policies,Ontario,Interprovincial In-Flows,2048,1040.734
Current Policies,Ontario,Interprovincial Out-Flows,2048,7821.263
Current Policies,Ontario,Imports,2048,6842.126
Current Policies,Ontario,Exports,2048,1946.385
Current Policies,Ontario,Net Exports,2048,-4895.741
Current Policies,Ontario,Net Interprovincial Out-Flows,2048,6780.529
Current Policies,Prince Edward Island,Interprovincial In-Flows,2048,533.0461
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2048,0
Current Policies,Prince Edward Island,Imports,2048,0
Current Policies,Prince Edward Island,Exports,2048,0
Current Policies,Prince Edward Island,Net Exports,2048,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2048,-533.0461
Current Policies,Quebec,Interprovincial In-Flows,2048,40340.3
Current Policies,Quebec,Interprovincial Out-Flows,2048,1634.179
Current Policies,Quebec,Imports,2048,1708.2
Current Policies,Quebec,Exports,2048,29854.08
Current Policies,Quebec,Net Exports,2048,28145.88
Current Policies,Quebec,Net Interprovincial Out-Flows,2048,-38706.121
Current Policies,Saskatchewan,Interprovincial In-Flows,2048,2373.806
Current Policies,Saskatchewan,Interprovincial Out-Flows,2048,34.944
Current Policies,Saskatchewan,Imports,2048,435.5826
Current Policies,Saskatchewan,Exports,2048,262.8
Current Policies,Saskatchewan,Net Exports,2048,-172.7826
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2048,-2338.862
Evolving Policies,Alberta,Interprovincial In-Flows,2048,0
Evolving Policies,Alberta,Interprovincial Out-Flows,2048,876
Evolving Policies,Alberta,Imports,2048,0
Evolving Policies,Alberta,Exports,2048,350.4
Evolving Policies,Alberta,Net Exports,2048,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2048,876
Evolving Policies,British Columbia,Interprovincial In-Flows,2048,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2048,0
Evolving Policies,British Columbia,Imports,2048,7621.637
Evolving Policies,British Columbia,Exports,2048,4380
Evolving Policies,British Columbia,Net Exports,2048,-3241.637
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2048,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2048,56241.28
Evolving Policies,Canada,Interprovincial Out-Flows,2048,57683.36
Evolving Policies,Canada,Imports,2048,13148.71
Evolving Policies,Canada,Exports,2048,55435.05
Evolving Policies,Canada,Net Exports,2048,42286.34
Evolving Policies,Canada,Net Interprovincial Out-Flows,2048,1442.08
Evolving Policies,Manitoba,Interprovincial In-Flows,2048,427.05
Evolving Policies,Manitoba,Interprovincial Out-Flows,2048,2190
Evolving Policies,Manitoba,Imports,2048,0
Evolving Policies,Manitoba,Exports,2048,10005.18
Evolving Policies,Manitoba,Net Exports,2048,10005.18
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2048,1762.95
Evolving Policies,New Brunswick,Interprovincial In-Flows,2048,1227.713
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2048,2215.819
Evolving Policies,New Brunswick,Imports,2048,3406.102
Evolving Policies,New Brunswick,Exports,2048,858.48
Evolving Policies,New Brunswick,Net Exports,2048,-2547.622
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2048,988.106
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2048,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2048,39115.64
Evolving Policies,Newfoundland and Labrador,Imports,2048,0
Evolving Policies,Newfoundland and Labrador,Exports,2048,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2048,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2048,39115.64
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2048,3613.864
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2048,48.312
Evolving Policies,Nova Scotia,Imports,2048,0
Evolving Policies,Nova Scotia,Exports,2048,0
Evolving Policies,Nova Scotia,Net Exports,2048,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2048,-3565.552
Evolving Policies,Ontario,Interprovincial In-Flows,2048,4694.847
Evolving Policies,Ontario,Interprovincial Out-Flows,2048,6773.482
Evolving Policies,Ontario,Imports,2048,971.989
Evolving Policies,Ontario,Exports,2048,786.2399
Evolving Policies,Ontario,Net Exports,2048,-185.7491
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2048,2078.635
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2048,977.6518
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2048,0
Evolving Policies,Prince Edward Island,Imports,2048,0
Evolving Policies,Prince Edward Island,Exports,2048,0
Evolving Policies,Prince Edward Island,Net Exports,2048,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2048,-977.6518
Evolving Policies,Quebec,Interprovincial In-Flows,2048,42310.8
Evolving Policies,Quebec,Interprovincial Out-Flows,2048,6026.109
Evolving Policies,Quebec,Imports,2048,1148.987
Evolving Policies,Quebec,Exports,2048,38616.75
Evolving Policies,Quebec,Net Exports,2048,37467.763
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2048,-36284.691
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2048,2135.25
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2048,438
Evolving Policies,Saskatchewan,Imports,2048,0
Evolving Policies,Saskatchewan,Exports,2048,438
Evolving Policies,Saskatchewan,Net Exports,2048,438
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2048,-1697.25
Current Policies,Alberta,Interprovincial In-Flows,2049,707.61
Current Policies,Alberta,Interprovincial Out-Flows,2049,1830.84
Current Policies,Alberta,Imports,2049,1014.671
Current Policies,Alberta,Exports,2049,140.16
Current Policies,Alberta,Net Exports,2049,-874.511
Current Policies,Alberta,Net Interprovincial Out-Flows,2049,1123.23
Current Policies,British Columbia,Interprovincial In-Flows,2049,1708.2
Current Policies,British Columbia,Interprovincial Out-Flows,2049,725.7538
Current Policies,British Columbia,Imports,2049,6817.787
Current Policies,British Columbia,Exports,2049,2255.298
Current Policies,British Columbia,Net Exports,2049,-4562.489
Current Policies,British Columbia,Net Interprovincial Out-Flows,2049,-982.4462
Current Policies,Canada,Interprovincial In-Flows,2049,51487.79
Current Policies,Canada,Interprovincial Out-Flows,2049,52807.98
Current Policies,Canada,Imports,2049,22123.86
Current Policies,Canada,Exports,2049,45599.65
Current Policies,Canada,Net Exports,2049,23475.79
Current Policies,Canada,Net Interprovincial Out-Flows,2049,1320.19
Current Policies,Manitoba,Interprovincial In-Flows,2049,34.0704
Current Policies,Manitoba,Interprovincial Out-Flows,2049,2348.065
Current Policies,Manitoba,Imports,2049,1573.309
Current Policies,Manitoba,Exports,2049,10335.88
Current Policies,Manitoba,Net Exports,2049,8762.571
Current Policies,Manitoba,Net Interprovincial Out-Flows,2049,2313.9946
Current Policies,New Brunswick,Interprovincial In-Flows,2049,552.3422
Current Policies,New Brunswick,Interprovincial Out-Flows,2049,2543.356
Current Policies,New Brunswick,Imports,2049,3527.419
Current Policies,New Brunswick,Exports,2049,858.48
Current Policies,New Brunswick,Net Exports,2049,-2668.939
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2049,1991.0138
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2049,0
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2049,35774.16
Current Policies,Newfoundland and Labrador,Imports,2049,0
Current Policies,Newfoundland and Labrador,Exports,2049,0
Current Policies,Newfoundland and Labrador,Net Exports,2049,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2049,35774.16
Current Policies,Nova Scotia,Interprovincial In-Flows,2049,3416.4
Current Policies,Nova Scotia,Interprovincial Out-Flows,2049,93.4613
Current Policies,Nova Scotia,Imports,2049,0
Current Policies,Nova Scotia,Exports,2049,0
Current Policies,Nova Scotia,Net Exports,2049,0
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2049,-3322.9387
Current Policies,Ontario,Interprovincial In-Flows,2049,972.5683
Current Policies,Ontario,Interprovincial Out-Flows,2049,7986.859
Current Policies,Ontario,Imports,2049,7027.881
Current Policies,Ontario,Exports,2049,1892.947
Current Policies,Ontario,Net Exports,2049,-5134.934
Current Policies,Ontario,Net Interprovincial Out-Flows,2049,7014.2907
Current Policies,Prince Edward Island,Interprovincial In-Flows,2049,486.7094
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2049,0
Current Policies,Prince Edward Island,Imports,2049,0
Current Policies,Prince Edward Island,Exports,2049,0
Current Policies,Prince Edward Island,Net Exports,2049,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2049,-486.7094
Current Policies,Quebec,Interprovincial In-Flows,2049,41243.66
Current Policies,Quebec,Interprovincial Out-Flows,2049,1470.549
Current Policies,Quebec,Imports,2049,1708.2
Current Policies,Quebec,Exports,2049,29854.08
Current Policies,Quebec,Net Exports,2049,28145.88
Current Policies,Quebec,Net Interprovincial Out-Flows,2049,-39773.111
Current Policies,Saskatchewan,Interprovincial In-Flows,2049,2366.232
Current Policies,Saskatchewan,Interprovincial Out-Flows,2049,34.944
Current Policies,Saskatchewan,Imports,2049,454.5876
Current Policies,Saskatchewan,Exports,2049,262.8
Current Policies,Saskatchewan,Net Exports,2049,-191.7876
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2049,-2331.288
Evolving Policies,Alberta,Interprovincial In-Flows,2049,0
Evolving Policies,Alberta,Interprovincial Out-Flows,2049,876
Evolving Policies,Alberta,Imports,2049,0
Evolving Policies,Alberta,Exports,2049,350.4
Evolving Policies,Alberta,Net Exports,2049,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2049,876
Evolving Policies,British Columbia,Interprovincial In-Flows,2049,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2049,0
Evolving Policies,British Columbia,Imports,2049,7945.212
Evolving Policies,British Columbia,Exports,2049,4380
Evolving Policies,British Columbia,Net Exports,2049,-3565.212
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2049,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2049,57267
Evolving Policies,Canada,Interprovincial Out-Flows,2049,58735.39
Evolving Policies,Canada,Imports,2049,13570.97
Evolving Policies,Canada,Exports,2049,54302.45
Evolving Policies,Canada,Net Exports,2049,40731.48
Evolving Policies,Canada,Net Interprovincial Out-Flows,2049,1468.39
Evolving Policies,Manitoba,Interprovincial In-Flows,2049,427.05
Evolving Policies,Manitoba,Interprovincial Out-Flows,2049,2190
Evolving Policies,Manitoba,Imports,2049,0
Evolving Policies,Manitoba,Exports,2049,9991.582
Evolving Policies,Manitoba,Net Exports,2049,9991.582
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2049,1762.95
Evolving Policies,New Brunswick,Interprovincial In-Flows,2049,1206.252
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2049,2894.41
Evolving Policies,New Brunswick,Imports,2049,3394.345
Evolving Policies,New Brunswick,Exports,2049,858.48
Evolving Policies,New Brunswick,Net Exports,2049,-2535.865
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2049,1688.158
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2049,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2049,40037.11
Evolving Policies,Newfoundland and Labrador,Imports,2049,0
Evolving Policies,Newfoundland and Labrador,Exports,2049,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2049,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2049,40037.11
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2049,3541.426
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2049,77.1408
Evolving Policies,Nova Scotia,Imports,2049,0
Evolving Policies,Nova Scotia,Exports,2049,0
Evolving Policies,Nova Scotia,Net Exports,2049,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2049,-3464.2852
Evolving Policies,Ontario,Interprovincial In-Flows,2049,4852.117
Evolving Policies,Ontario,Interprovincial Out-Flows,2049,6086.152
Evolving Policies,Ontario,Imports,2049,1063.818
Evolving Policies,Ontario,Exports,2049,532.3369
Evolving Policies,Ontario,Net Exports,2049,-531.4811
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2049,1234.035
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2049,987.319
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2049,0
Evolving Policies,Prince Edward Island,Imports,2049,0
Evolving Policies,Prince Edward Island,Exports,2049,0
Evolving Policies,Prince Edward Island,Net Exports,2049,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2049,-987.319
Evolving Policies,Quebec,Interprovincial In-Flows,2049,43263.49
Evolving Policies,Quebec,Interprovincial Out-Flows,2049,6136.571
Evolving Policies,Quebec,Imports,2049,1167.592
Evolving Policies,Quebec,Exports,2049,37751.64
Evolving Policies,Quebec,Net Exports,2049,36584.048
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2049,-37126.919
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2049,2135.25
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2049,438
Evolving Policies,Saskatchewan,Imports,2049,0
Evolving Policies,Saskatchewan,Exports,2049,438
Evolving Policies,Saskatchewan,Net Exports,2049,438
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2049,-1697.25
Current Policies,Alberta,Interprovincial In-Flows,2050,1006.125
Current Policies,Alberta,Interprovincial Out-Flows,2050,1830.84
Current Policies,Alberta,Imports,2050,1014.671
Current Policies,Alberta,Exports,2050,125.2171
Current Policies,Alberta,Net Exports,2050,-889.4539
Current Policies,Alberta,Net Interprovincial Out-Flows,2050,824.715
